-3.80683 -2.3465 0.468121 2
9.01385 8.09316 -9.20505 2
-2.81523 -16.2121 -3.27851 2
-28.1401 -8.79384 8.36252 2
-0.867892 3.20031 -39.9184 2
9.99157 -4.34493 -5.69925 2
-17.2792 0.359858 -10.1108 2
9.15649 -13.5534 -7.84747 2
11.0421 -31.1534 -0.268664 2
1.87448 -3.46533 -4.48839 2
-8.71032 21.8477 -15.1361 2
-3.69336 9.66714 -6.49989 2
13.6884 4.50681 -1.1572 2
-9.15308 10.3891 22.6811 1
6.0892 -3.99952 -6.56362 2
5.85839 4.61036 -4.26056 2
5.32405 -20.8228 -9.25941 2
-7.22771 7.06471 15.631 2
7.0308 -7.63033 0.719955 2
10.9487 0.717019 -12.0283 2
-0.871899 -3.77154 -0.639503 2
-6.05625 8.00637 -20.3636 2
5.32384 -7.52134 2.34665 2
-6.71791 22.2013 -2.07804 2
-11.9135 -13.8761 23.2645 2
-2.39548 -0.420319 6.31183 2
-6.10703 10.0151 -3.57783 2
7.27223 0.931895 -12.4916 2
8.2735 -22.4765 7.04217 2
-17.3829 -4.17524 -6.9124 2
-2.18794 1.37199 2.82698 2
0.407165 -16.4312 49.072 2
7.23975 -3.09767 0.959287 2
-2.63222 -10.0725 -1.11865 2
8.44865 -8.73432 -0.854281 2
11.4755 -5.95079 7.80954 2
-7.46181 -0.453707 -11.8923 2
-0.129732 12.686 12.5266 2
-4.17421 -12.5578 -9.68675 2
-15.9591 -6.5227 6.91118 2
-3.11479 -4.52636 -7.95782 2
3.6085 -9.50642 -12.1096 2
-1.26959 -5.559 -14.4242 2
-10.3339 15.5128 9.01223 2
-1.19555 -8.61664 -3.81395 2
-20.7124 -16.7291 -9.72742 2
-5.48061 -7.84802 -24.0238 2
-4.78892 -14.8902 11.9854 2
7.65098 -16.291 12.4715 2
-1.91811 -13.7235 -2.81379 2
6.23014 -12.5317 7.48739 2
-3.6009 14.3547 -5.74228 2
-3.63495 -9.07998 14.0696 2
-11.6967 -30.4505 -31.9617 2
4.88466 -0.74577 -1.26107 2
9.0704 -0.200418 4.83442 2
-7.47306 8.95164 -28.6591 2
4.07469 17.6936 16.3885 1
-9.43027 -5.87939 20.4927 2
11.1721 -9.43074 -3.33633 2
-44.7552 -19.1902 -11.9013 2
6.64911 2.2605 -15.6333 2
-8.22967 -1.93019 -9.64013 2
17.1387 11.7327 -10.3182 0
2.85959 -19.833 27.0858 2
1.38027 5.62579 19.4606 2
-9.9578 -7.78514 -8.88826 2
-8.75683 3.72465 -1.02822 2
-13.0217 6.36719 -18.579 2
4.17914 6.09403 -16.5001 2
-5.64761 12.1992 -14.6266 2
7.509 12.449 24.1552 1
12.7052 1.76576 -34.5944 2
3.30228 -3.51357 -23.2287 2
-6.54715 -1.31697 18.5695 2
9.34714 -3.544 -28.6254 2
-16.8344 3.53444 -2.67365 2
-1.04383 -2.20307 2.27641 2
2.38703 -6.96969 6.88819 2
-14.0364 13.1115 -24.4781 2
-17.3549 2.25636 17.0622 2
-8.86348 -0.730416 -19.5663 2
-4.11888 -0.498943 -17.808 2
1.84356 5.54186 13.4876 2
-4.88915 -27.1399 -14.6191 2
0.633556 -10.0813 4.01912 2
-21.1316 8.09984 18.9616 2
-20.7577 -22.8874 28.4777 2
-7.668 0.169151 7.32427 2
19.0029 24.8615 38.4215 1
-6.17986 8.32737 1.10169 2
0.524465 0.0098601 -4.90183 2
-2.63487 12.6586 4.94001 2
2.36596 -5.33095 -29.4128 2
-11.5327 14.1564 1.34448 2
8.73587 1.52668 4.50918 2
6.4666 11.1941 16.4308 2
9.23188 -1.76129 -21.3899 2
-11.6324 -5.76565 19.9567 2
19.4702 -13.7658 -0.657143 2
7.19447 -17.7213 -26.5851 2
-6.81124 25.7399 -23.0073 2
-10.84 24.385 5.45468 2
3.14204 7.47676 -24.0716 2
3.26785 -26.7289 -14.0145 2
6.85972 0.88418 4.72969 2
6.38888 16.5752 3.46281 2
18.0931 18.6885 -13.6437 0
11.0959 4.00564 -6.93505 2
11.0851 6.12469 3.48055 2
2.51133 6.26127 -19.7094 2
2.79677 7.86032 2.54105 2
7.60595 -6.63112 -19.2113 2
14.7256 -19.6621 -15.4295 2
1.341 -2.93038 -22.7536 2
4.94328 -9.12374 -17.0628 2
3.35122 9.7793 -38.9331 2
2.67355 5.53933 -14.9954 2
12.6017 -31.5999 -3.88938 2
9.45165 -5.20564 -30.1888 2
-8.50716 2.77624 24.1596 2
-16.5411 1.38151 -2.89004 2
7.17631 10.0875 1.04349 2
-7.46815 6.82607 21.4195 2
-15.0854 -7.42693 -29.7462 2
-3.66272 1.458 7.32239 2
2.09942 -7.45537 18.8676 2
-0.0794245 -16.1235 -10.1314 2
-1.88602 -10.3148 -16.3569 2
4.28581 -6.69775 12.5209 2
-3.35031 23.606 3.5492 2
-12.3519 2.05222 18.887 2
-13.9944 -9.33604 -3.93469 2
-13.1193 18.7948 -30.3567 2
-22.5186 -3.83728 -7.50212 2
7.10093 4.53346 3.31588 2
4.28513 -3.8304 13.9673 2
-3.80638 -16.135 21.8065 2
0.0397078 7.56329 29.7683 1
11.2686 -3.32135 17.9788 2
-4.70903 -8.642 12.9819 2
-4.41207 -18.6377 -11.4925 2
12.878 0.0452868 4.91299 2
-5.00584 23.1791 24.6791 1
-12.8218 -1.32889 -23.217 2
10.8269 9.57662 2.82184 2
2.41912 11.7926 -15.7073 2
-1.3909 4.18705 9.30966 2
6.37519 16.5817 18.7266 1
9.47009 6.57953 -21.9476 2
-2.36191 -8.78088 13.8344 2
16.0874 20.6507 -6.40594 0
-1.89346 -12.206 -3.76836 2
-4.95532 -0.760334 25.054 2
11.9387 -24.8507 9.6233 2
4.28119 -0.418632 9.87977 2
-3.38914 -2.82403 -12.5305 2
13.2022 4.65902 19.465 2
4.15736 -18.3727 -31.6923 2
1.33005 -4.6688 14.2635 2
13.0075 -3.1001 8.16649 2
9.09663 -2.80101 14.0194 2
-7.64689 5.32811 -0.405743 2
2.55971 -14.1508 6.18292 2
14.5088 1.22625 -12.4892 2
-1.05764 11.614 -20.9512 2
-29.3503 2.00025 16.3156 2
4.36364 -0.473505 -1.13752 2
7.43851 -1.01993 -29.5971 2
-19.3169 6.53255 -36.5699 2
-14.0741 -17.2535 -23.9082 2
0.805577 13.9218 37.3181 1
12.8365 -9.1689 5.76925 2
-3.97218 -15.7046 -30.548 2
19.7353 5.05127 -17.1782 2
-3.08329 -7.79763 -9.39846 2
-21.3845 -20.3661 23.5548 2
17.1033 0.647665 21.3071 2
9.22861 42.3597 -1.27491 0
5.15806 13.0953 7.48789 2
5.40179 -7.94436 1.3657 2
-5.20273 3.45199 3.63491 2
5.13751 9.51986 19.2821 2
-11.1883 -3.44721 -12.2354 2
-9.15116 -0.000157353 4.85442 2
-17.7989 -10.7125 21.9674 2
0.316954 6.97723 -25.4041 2
-19.5553 2.8664 16.6975 2
-5.24804 3.31081 12.1339 2
11.3256 11.8865 25.1727 1
-18.4102 -0.241637 6.60823 2
14.1629 19.3023 1.33372 0
13.3135 -18.5614 -7.96229 2
-8.37835 -3.66441 -13.5079 2
-10.7312 -3.45618 11.1368 2
0.66438 -14.9481 25.5673 2
6.85625 7.18734 15.1411 2
1.771 -10.2749 15.0062 2
-3.85679 -4.79777 -3.1947 2
5.94076 -19.0362 2.39122 2
4.84763 -4.8815 -16.1171 2
12.8962 -10.2224 7.42062 2
-0.000516738 11.7384 5.02625 2
1.8169 24.3655 -21.969 2
-5.8418 14.1699 20.7302 1
-10.1127 -12.422 36.503 2
1.20249 0.604303 -17.0843 2
-2.94136 -10.1028 -21.9975 2
6.29953 -11.7672 -26.2185 2
16.3458 4.81249 -30.4367 2
6.8351 2.12491 -14.4819 2
5.41931 21.3076 32.0095 1
4.7142 -17.686 -6.13838 2
15.6865 -10.8136 -15.0084 2
1.2145 5.94613 8.5588 2
9.76466 4.6718 20.5609 2
6.56671 9.92799 0.199203 2
21.3494 28.3039 -9.84175 0
-9.18187 10.4813 -20.5424 2
5.46389 -10.6021 -13.5867 2
-8.69861 -4.39138 34.2344 2
16.2547 -1.66794 -5.16111 2
6.88822 -11.1751 22.1387 2
12.2744 5.01936 -16.6547 2
-12.0784 16.7182 -20.4614 2
-20.1967 12.0467 20.0988 2
2.9242 -8.90273 6.72805 2
5.42714 -5.71912 3.26494 2
-19.2257 0.850497 -15.6485 2
-30.1068 -0.249318 -3.59629 2
-11.6225 3.09788 -17.1897 2
3.10567 -25.1505 2.91012 2
11.8248 -7.99487 -10.332 2
15.686 -11.305 28.9715 2
0.293638 -11.6397 13.0569 2
-3.96983 5.259 11.0359 2
-7.24325 11.2827 10.4364 2
-0.136625 4.85285 -5.63005 2
0.098595 19.015 13.6573 1
-0.0513993 -4.952 9.7352 2
3.82776 0.408208 -12.317 2
11.1614 -7.94435 -13.5058 2
-22.5027 -4.53464 -15.4449 2
21.8075 -2.30326 18.6105 2
-10.6871 13.0006 -10.0664 2
-5.34669 -15.0936 -14.9586 2
1.0282 -4.46071 27.6654 2
7.85602 -8.57153 -8.22081 2
-12.8137 5.59062 -7.43292 2
-13.8311 16.1371 -12.3987 2
3.39666 3.97969 17.4717 2
11.8724 -14.0242 1.81216 2
-12.4099 -6.51009 -4.0526 2
16.5964 11.0797 24.0839 1
-3.0567 5.97967 -15.9251 2
0.176912 -10.7475 13.9066 2
-21.6346 -0.993761 6.35412 2
9.37594 21.4966 -21.2073 0
5.33719 1.25479 -3.8811 2
8.69845 12.6309 17.5896 2
-8.35634 5.64758 41.442 1
-1.8294 1.15369 -5.58257 2
-1.64418 -1.1287 -27.1563 2
-43.3349 6.54228 -8.74716 2
-13.74 16.3989 -9.55484 2
-3.98777 3.48538 18.8721 2
7.49781 -26.4411 8.45461 2
-3.33746 7.21168 -16.9543 2
-4.99735 -12.4 11.8329 2
-3.5183 -18.869 15.7157 2
-3.65586 9.64766 27.9535 1
-7.17214 -8.32835 17.6197 2
-5.69166 15.6235 17.0103 1
-3.63378 -10.9034 -1.29676 2
-17.1643 3.21684 -14.8681 2
-0.143194 -14.465 -10.5856 2
-19.5228 -3.59145 26.7068 2
-8.15375 5.16272 -1.34327 2
5.56372 -5.57494 4.53659 2
-9.8927 3.79299 22.9651 2
3.28992 -15.6329 17.1126 2
-6.02581 2.56832 12.2399 2
0.867402 16.657 27.7784 1
4.23417 1.09985 -31.7805 2
-6.98516 8.53794 -17.0189 2
-6.19322 3.70124 19.9723 2
-9.85561 7.56454 11.0823 2
6.78322 -1.06744 -35.332 2
9.93964 0.835434 -23.4242 2
-16.6615 -7.08214 21.9036 2
14.0442 -4.5433 -15.0431 2
-6.77006 4.7739 16.5738 2
7.41748 8.31636 5.73098 2
7.95714 -2.59896 22.003 2
-11.2124 -16.3687 11.1333 2
5.94886 -6.52637 9.1687 2
11.4096 0.209995 24.4647 2
-38.0746 -2.75172 10.8407 2
18.2264 -11.5525 22.3627 2
10.1443 8.52648 -8.12764 2
22.9981 -2.42782 12.7857 2
-24.1492 -7.47274 -13.4407 2
-12.7264 -17.8946 -0.700305 2
-0.0944638 11.1396 32.7882 1
-16.6126 -10.1862 15.402 2
-14.0641 -17.6771 -9.2604 2
-7.87387 -22.2834 -18.2505 2
19.9435 -1.10932 13.621 2
-0.552183 4.78037 -8.24048 2
11.8463 1.58536 6.90969 2
-6.57238 19.493 -2.97277 2
8.61518 -5.08248 -34.5391 2
10.1464 -8.05356 -7.38394 2
1.46635 1.14584 -15.0229 2
-2.49151 7.6342 -21.6969 2
-9.25688 4.7776 -6.67351 2
25.0941 0.463132 -0.000275464 2
-1.9525 0.962138 -5.95264 2
9.59713 -1.79043 7.47568 2
